KA53AC0634,KA53AC0540,KA439840,KA43A0245,KA439841,KA439842,KA53B6963,KA53AC0345,KA51B9664,KA51AJ8298,KA53AC0344,KA51AJ8291,KA51AJ8295,KA51AJ8296,KA53AB4252,KA53AB1810,KA50A5968,KA53AB1811,KA53D5405,KA53AB1808,KA53D5162,KA53D0166,KA53B6965,KA53D8420,KA53D4606,KA53D8419,KA53D5165,KA53D0158,KA07A9086,KA53D2958,KA53D4609,KA53D2719,KA53B6967,KA53B6964,KA07A9089,KA53AB1814,KA53D0162,KA01AC4662,KA53D0155,KA07A9091,KA53D0157,KA07A9134,KA53B0163,KA07A2722,KA51B9235,KA53B1064,KA53D0153,KA53B1072,KA53B0960,KA53B0958,KA53B0952,KA53B1075,KA53B1061
21.2822,51.2563,16.5571,25.5235,34.7007,16.5571,34.7007,29.766099999999998,57.8921,16.8718,0.0,15.7209,15.7209,26.5879,34.7007,15.9383,16.5864,15.7321,34.7007,20.5672,14.1373,26.7145,36.8301,6.3406,22.4317,42.3722,26.846400000000003,32.3685,14.492,14.5179,24.1959,10.621799999999999,40.5165,36.8301,40.7774,34.7746,36.8301,36.8301,36.8301,36.8301,36.8301,36.8301,36.8301,36.8301,36.8301,28.1557,16.98,57.3228,25.5148,25.5148,14.8416,12.68,26.1835
11.2516,35.3755,8.7277,9.923399999999999,17.566,8.7277,17.566,17.708299999999998,40.7573,11.754,17.576400000000003,0.0,0.0,12.4028,17.566,19.9211,8.757,0.0112,17.566,8.6357,20.020599999999998,11.8841,19.6953,11.481200000000001,18.062900000000003,25.0867,14.0453,14.2827,14.9367,14.9626,9.3654,12.6554,23.3818,19.6953,23.642599999999998,16.8801,19.6953,19.6953,19.6953,19.6953,19.6953,19.6953,19.6953,19.6953,19.6953,13.9707,11.862200000000001,43.137699999999995,11.329799999999999,11.329799999999999,8.6187,14.6904,12.6198
11.2516,35.3755,8.7277,9.923399999999999,17.566,8.7277,17.566,17.708299999999998,40.7573,11.754,17.576400000000003,0.0,0.0,12.4028,17.566,19.9211,8.757,0.0112,17.566,8.6357,20.020599999999998,11.8841,19.6953,11.481200000000001,18.062900000000003,25.0867,14.0453,14.2827,14.9367,14.9626,9.3654,12.6554,23.3818,19.6953,23.642599999999998,16.8801,19.6953,19.6953,19.6953,19.6953,19.6953,19.6953,19.6953,19.6953,19.6953,13.9707,11.862200000000001,43.137699999999995,11.329799999999999,11.329799999999999,8.6187,14.6904,12.6198
11.041,36.161199999999994,16.9286,5.2386,12.3074,16.9286,12.3074,12.7321,38.5889,20.3673,26.0375,11.3572,11.3572,0.0,12.3074,28.3823,16.957900000000002,11.3684,12.3074,7.6625,27.487599999999997,12.635200000000001,20.481099999999998,20.5684,20.104200000000002,18.3268,8.477,10.062700000000001,23.3978,23.4237,12.367799999999999,20.1225,21.2133,20.481099999999998,21.4742,12.4688,20.481099999999998,20.481099999999998,20.481099999999998,20.481099999999998,20.481099999999998,20.481099999999998,20.481099999999998,20.481099999999998,20.481099999999998,4.1103000000000005,20.4755,33.2774,1.4695,1.4695,17.079900000000002,23.1515,7.6773
21.4728,24.4306,18.8201,10.483,0.0,18.8201,0.0,18.4805,26.2815,21.6831,33.0357,17.104599999999998,17.104599999999998,11.979299999999999,0.0,31.333,18.849400000000003,17.093400000000003,0.0,18.0942,35.7669,6.4832,8.7286,28.6674,30.9471,12.5897,17.3513,3.8876999999999997,26.3485,26.3744,10.1443,28.401799999999998,8.905899999999999,8.7286,9.166799999999999,2.2375,8.7286,8.7286,8.7286,8.7286,8.7286,8.7286,8.7286,8.7286,8.7286,10.8789,21.791400000000003,28.81,12.3124,12.3124,24.0781,26.1022,18.5202
30.5392,35.723,15.2079,29.001900000000003,33.044599999999996,15.2079,33.044599999999996,37.7771,58.1722,9.06,12.337,21.1717,21.1717,30.7926,33.044599999999996,0.0,15.237200000000001,21.183,33.044599999999996,28.7045,25.539099999999998,26.4061,39.2741,18.6874,36.1496,44.1652,34.114,33.3612,6.7154,6.7413,22.2973,24.3397,42.1585,39.2741,39.121300000000005,34.0599,39.2741,39.2741,39.2741,39.2741,39.2741,39.2741,39.2741,39.2741,39.2741,32.3604,9.062700000000001,74.10260000000001,29.7195,29.7195,13.4925,7.287100000000001,32.6886
19.6911,34.9673,0.0293,16.511599999999998,18.5506,0.0293,18.5506,25.2271,41.742,5.3209,13.6906,9.278799999999999,9.278799999999999,18.3022,18.5506,14.9924,0.0,9.2676,18.5506,17.075200000000002,24.8873,9.8,20.8095,16.3479,26.5024,28.1078,20.728099999999998,15.5825,10.008,10.0339,7.2814,17.5221,24.828200000000002,20.8095,24.627299999999998,19.566,20.8095,20.8095,20.8095,20.8095,20.8095,20.8095,20.8095,20.8095,20.8095,19.87,5.4292,44.2706,17.2291,17.2291,7.4191,9.761700000000001,21.0593
11.2404,35.3867,8.739,9.9346,17.5772,8.739,17.5772,17.6971,40.7685,11.7652,17.5876,0.0112,0.0112,12.3916,17.5772,19.932299999999998,8.7683,0.0,17.5772,8.6244,20.2697,11.895299999999999,19.7065,11.4924,18.0517,25.097900000000003,14.034,14.293899999999999,14.947899999999999,14.973799999999999,9.376700000000001,12.9046,23.393,19.7065,23.6539,16.891299999999998,19.7065,19.7065,19.7065,19.7065,19.7065,19.7065,19.7065,19.7065,19.7065,13.9594,11.8734,43.1265,11.3185,11.3185,8.63,14.701600000000001,12.608600000000001
21.4728,24.4306,18.8201,10.483,0.0,18.8201,0.0,18.4805,26.2815,21.6831,33.0357,17.104599999999998,17.104599999999998,11.979299999999999,0.0,31.333,18.849400000000003,17.093400000000003,0.0,18.0942,35.7669,6.4832,8.7286,28.6674,30.9471,12.5897,17.3513,3.8876999999999997,26.3485,26.3744,10.1443,28.401799999999998,8.905899999999999,8.7286,9.166799999999999,2.2375,8.7286,8.7286,8.7286,8.7286,8.7286,8.7286,8.7286,8.7286,8.7286,10.8789,21.791400000000003,28.81,12.3124,12.3124,24.0781,26.1022,18.5202
3.9572,39.372699999999995,16.377,8.7693,17.859099999999998,16.377,17.859099999999998,9.9134,44.1406,19.301,21.2606,7.8024,7.8024,8.9344,17.859099999999998,27.4681,16.406299999999998,7.8136,17.859099999999998,0.0,21.752200000000002,15.8467,23.6925,14.833,14.6009,24.718799999999998,6.9937,15.6144,22.483700000000002,22.5096,15.620899999999999,14.3871,26.765,23.6925,27.0259,18.020400000000002,23.6925,23.6925,23.6925,23.6925,23.6925,23.6925,23.6925,23.6925,23.6925,10.5022,19.409200000000002,39.6693,7.8614,7.8614,16.1658,22.2374,4.346
24.1949,55.099199999999996,25.1414,28.1124,37.289699999999996,25.1414,37.289699999999996,33.6368,60.4811,25.1337,13.847700000000001,18.3098,18.3098,29.1768,37.289699999999996,23.133599999999998,25.1707,18.321099999999998,37.289699999999996,23.1561,0.0,31.5732,39.419,13.7157,22.9728,44.9612,30.7171,34.9575,23.2299,23.2558,27.1906,9.1111,43.1055,39.419,43.3664,37.3635,39.419,39.419,39.419,39.419,39.419,39.419,39.419,39.419,39.419,30.7447,25.2419,59.911699999999996,28.1038,28.1038,21.9984,21.417900000000003,27.25
20.548099999999998,25.7895,11.3717,9.7738,7.216600000000001,11.3717,7.216600000000001,21.5028,30.408,14.2347,25.0269,12.4713,12.4713,11.270299999999999,7.216600000000001,23.8846,11.401,12.4601,7.216600000000001,17.1696,31.133599999999998,0.0,10.087399999999999,24.0341,28.9155,18.6497,18.611,7.695,18.9001,18.926,3.6611,23.7685,13.032399999999999,10.087399999999999,13.293299999999999,8.2319,10.087399999999999,10.087399999999999,10.087399999999999,10.087399999999999,10.087399999999999,10.087399999999999,10.087399999999999,10.087399999999999,10.087399999999999,13.901200000000001,14.343,32.9365,11.603399999999999,11.603399999999999,16.3113,18.6538,17.8113
28.305400000000002,21.8308,21.4801,18.0717,10.225200000000001,21.4801,10.225200000000001,27.4835,25.7118,24.3432,35.1353,20.2286,20.2286,19.5682,10.225200000000001,33.993,21.509400000000003,20.217299999999998,10.225200000000001,24.9269,38.8909,10.739,0.0,31.7913,36.6728,18.5628,26.354400000000002,12.890799999999999,29.008599999999998,29.0345,14.4001,31.5257,6.2153,0.0,6.476100000000001,11.2405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8819,24.451400000000003,28.643099999999997,19.9013,19.9013,26.4198,28.7623,26.109099999999998
16.8622,51.3054,16.5021,21.1035,30.2808,16.5021,30.2808,25.3462,53.472199999999994,16.494400000000002,6.4276,11.3009,11.3009,22.167900000000003,30.2808,17.256,16.5314,11.3122,30.2808,16.147299999999998,10.186200000000001,22.2946,32.4101,0.0,18.0118,37.9523,22.4265,27.9486,15.8098,15.835700000000001,19.776,6.201899999999999,36.096599999999995,32.4101,36.3575,30.354599999999998,32.4101,32.4101,32.4101,32.4101,32.4101,32.4101,32.4101,32.4101,32.4101,23.735799999999998,16.602700000000002,52.902800000000006,21.094900000000003,21.094900000000003,13.359200000000001,13.9978,21.7636
11.972299999999999,51.348699999999994,25.7774,22.2763,31.366,25.7774,31.366,19.1264,56.730599999999995,28.5951,23.425099999999997,18.01,18.01,22.4414,31.366,36.0955,25.8067,18.0212,31.366,13.5314,22.5652,27.8227,35.6686,17.4958,0.0,38.225699999999996,17.007099999999998,29.121299999999998,31.7777,31.8037,26.4801,15.6389,39.355,35.6686,39.6159,31.5274,35.6686,35.6686,35.6686,35.6686,35.6686,35.6686,35.6686,35.6686,35.6686,24.0092,28.7033,53.176300000000005,21.368299999999998,21.368299999999998,25.459799999999998,31.5315,14.1592
27.0959,33.731300000000005,29.8323,17.233900000000002,12.2544,29.8323,12.2544,19.2454,25.7721,32.6954,41.176,25.2449,25.2449,17.9638,12.2544,42.3452,29.8616,25.2336,12.2544,25.0103,44.8354,18.737599999999997,18.7581,37.916199999999996,35.6806,0.0,19.766099999999998,11.9743,37.360800000000005,37.3867,21.237599999999997,37.4703,14.241700000000002,18.7581,14.5025,11.365200000000002,18.7581,18.7581,18.7581,18.7581,18.7581,18.7581,18.7581,18.7581,18.7581,14.5044,32.803599999999996,17.8023,17.0458,17.0458,32.2183,37.1145,23.253700000000002
7.0667,41.107099999999996,21.306,10.8587,16.6765,21.306,16.6765,2.8563,42.9579,25.146,27.1056,13.6474,13.6474,8.7298,16.6765,33.3131,21.3353,13.6586,16.6765,6.237,29.1674,17.734099999999998,25.405,20.678,15.651399999999999,19.757099999999998,0.0,14.431700000000001,28.3287,28.354599999999998,17.4666,21.8022,25.5824,25.405,25.8432,16.837799999999998,25.405,25.405,25.405,25.405,25.405,25.405,25.405,25.405,25.405,6.7989,25.2542,34.5613,6.6227,6.6227,22.0107,28.0824,3.7201
18.7413,27.8625,17.8838,7.751600000000001,3.4319,17.8838,3.4319,15.7491,29.7133,20.7468,30.2404,14.309299999999999,14.309299999999999,9.2478,3.4319,30.3967,17.9131,14.2981,3.4319,15.3628,32.971599999999995,7.4182,12.1604,25.8721,28.2156,12.414399999999999,14.6199,0.0,25.412200000000002,25.4381,9.289,25.6065,12.3378,12.1604,12.598600000000001,3.5932,12.1604,12.1604,12.1604,12.1604,12.1604,12.1604,12.1604,12.1604,12.1604,8.1474,20.8551,30.067,9.5809,9.5809,21.282700000000002,25.1659,15.7887
25.7055,36.339,9.593,23.387,27.9516,9.593,27.9516,32.1622,51.143,4.077,8.5979,15.556799999999999,15.556799999999999,25.1777,27.9516,6.2961,9.6223,15.568,27.9516,23.0895,27.8745,19.201,30.2105,19.335099999999997,32.3193,38.5503,28.4991,27.746299999999998,0.0,0.0259,16.6824,20.509400000000003,34.2292,30.2105,34.0283,28.967,30.2105,30.2105,30.2105,30.2105,30.2105,30.2105,30.2105,30.2105,30.2105,26.7455,4.0798000000000005,55.9126,24.104599999999998,24.104599999999998,7.8775,1.1933,27.073700000000002
25.7314,36.3649,9.6189,23.4129,27.9775,9.6189,27.9775,32.1881,51.1689,4.1029,8.623899999999999,15.5827,15.5827,25.203599999999998,27.9775,6.322,9.648200000000001,15.594,27.9775,23.1155,27.9004,19.2269,30.2364,19.361,32.3452,38.5762,28.525,27.7722,0.0259,0.0,16.708299999999998,20.5353,34.2551,30.2364,34.054199999999994,28.992900000000002,30.2364,30.2364,30.2364,30.2364,30.2364,30.2364,30.2364,30.2364,30.2364,26.7714,4.1057,55.9385,24.1305,24.1305,7.9033999999999995,1.2192,27.0996
19.8825,31.3809,7.7106,10.6169,14.9642,7.7106,14.9642,22.3458,38.1556,10.5736,21.3658,9.4702,9.4702,12.1134,14.9642,20.2235,7.7399,9.459,14.9642,17.2665,29.8545,6.1547,17.2231,21.315099999999997,26.6938,24.7727,19.454,12.247399999999999,15.239,15.264899999999999,0.0,22.4894,21.241799999999998,17.2231,21.0409,15.9796,17.2231,17.2231,17.2231,17.2231,17.2231,17.2231,17.2231,17.2231,17.2231,14.744200000000001,10.681899999999999,40.6842,12.4465,12.4465,12.6502,14.992799999999999,18.6543
15.1112,46.0155,16.0577,19.0287,28.206,16.0577,28.206,24.553099999999997,51.3973,16.05,10.5198,9.2261,9.2261,20.0931,28.206,21.348200000000002,16.087,9.2373,28.206,14.0724,9.843399999999999,22.4895,30.3353,4.632,14.414399999999999,35.8774,21.6333,25.8738,19.232599999999998,19.2585,18.106900000000003,0.0,34.021800000000006,30.3353,34.2827,28.279799999999998,30.3353,30.3353,30.3353,30.3353,30.3353,30.3353,30.3353,30.3353,30.3353,21.6609,16.1582,50.828,19.0201,19.0201,12.9147,18.9864,18.1662
30.281,19.675099999999997,25.3476,19.2912,10.0304,25.3476,10.0304,27.288700000000002,19.994400000000002,28.2107,39.563300000000005,23.6322,23.6322,20.7875,10.0304,40.938,25.376900000000003,23.621,10.0304,26.9024,42.2945,13.0108,6.263,35.195,40.0764,14.094100000000001,26.159599999999998,12.696,32.8761,32.902,16.6719,34.9294,0.0,6.263,1.681,8.584299999999999,6.263,6.263,6.263,6.263,6.263,6.263,6.263,6.263,6.263,19.687099999999997,28.318900000000003,22.9257,21.1206,21.1206,30.6056,32.629799999999996,27.328400000000002
28.305400000000002,21.8308,21.4801,18.0717,10.225200000000001,21.4801,10.225200000000001,27.4835,25.7118,24.3432,35.1353,20.2286,20.2286,19.5682,10.225200000000001,33.993,21.509400000000003,20.217299999999998,10.225200000000001,24.9269,38.8909,10.739,0.0,31.7913,36.6728,18.5628,26.354400000000002,12.890799999999999,29.008599999999998,29.0345,14.4001,31.5257,6.2153,0.0,6.476100000000001,11.2405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8819,24.451400000000003,28.643099999999997,19.9013,19.9013,26.4198,28.7623,26.109099999999998
30.5418,21.3562,25.6085,19.5521,10.2912,25.6085,10.2912,27.549599999999998,22.3888,28.4715,39.8242,23.893099999999997,23.893099999999997,21.048299999999998,10.2912,38.1214,25.6378,23.8818,10.2912,27.1633,42.5554,13.271700000000001,6.523899999999999,35.4558,40.337300000000006,14.355,26.4204,12.9568,33.136900000000004,33.162800000000004,16.9327,35.1902,1.681,6.523899999999999,0.0,8.8451,6.523899999999999,6.523899999999999,6.523899999999999,6.523899999999999,6.523899999999999,6.523899999999999,6.523899999999999,6.523899999999999,6.523899999999999,19.948,28.5798,24.9174,21.381400000000003,21.381400000000003,30.8665,32.890699999999995,27.589299999999998
21.1654,26.1797,20.4559,10.1757,1.7490999999999999,20.4559,1.7490999999999999,18.173099999999998,25.962400000000002,23.319,34.784800000000004,18.8537,18.8537,11.671899999999999,1.7490999999999999,32.9688,20.4852,18.8425,1.7490999999999999,17.786900000000003,37.516,8.232299999999999,10.4776,30.4165,30.6397,11.339799999999999,17.044,3.5804,27.9844,28.0103,11.8612,30.1509,8.5869,10.4776,8.847700000000001,0.0,10.4776,10.4776,10.4776,10.4776,10.4776,10.4776,10.4776,10.4776,10.4776,10.5715,23.4272,28.491,12.005,12.005,25.8272,27.7381,18.212799999999998
28.305400000000002,21.8308,21.4801,18.0717,10.225200000000001,21.4801,10.225200000000001,27.4835,25.7118,24.3432,35.1353,20.2286,20.2286,19.5682,10.225200000000001,33.993,21.509400000000003,20.217299999999998,10.225200000000001,24.9269,38.8909,10.739,0.0,31.7913,36.6728,18.5628,26.354400000000002,12.890799999999999,29.008599999999998,29.0345,14.4001,31.5257,6.2153,0.0,6.476100000000001,11.2405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8819,24.451400000000003,28.643099999999997,19.9013,19.9013,26.4198,28.7623,26.109099999999998
28.305400000000002,21.8308,21.4801,18.0717,10.225200000000001,21.4801,10.225200000000001,27.4835,25.7118,24.3432,35.1353,20.2286,20.2286,19.5682,10.225200000000001,33.993,21.509400000000003,20.217299999999998,10.225200000000001,24.9269,38.8909,10.739,0.0,31.7913,36.6728,18.5628,26.354400000000002,12.890799999999999,29.008599999999998,29.0345,14.4001,31.5257,6.2153,0.0,6.476100000000001,11.2405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8819,24.451400000000003,28.643099999999997,19.9013,19.9013,26.4198,28.7623,26.109099999999998
28.305400000000002,21.8308,21.4801,18.0717,10.225200000000001,21.4801,10.225200000000001,27.4835,25.7118,24.3432,35.1353,20.2286,20.2286,19.5682,10.225200000000001,33.993,21.509400000000003,20.217299999999998,10.225200000000001,24.9269,38.8909,10.739,0.0,31.7913,36.6728,18.5628,26.354400000000002,12.890799999999999,29.008599999999998,29.0345,14.4001,31.5257,6.2153,0.0,6.476100000000001,11.2405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8819,24.451400000000003,28.643099999999997,19.9013,19.9013,26.4198,28.7623,26.109099999999998
28.305400000000002,21.8308,21.4801,18.0717,10.225200000000001,21.4801,10.225200000000001,27.4835,25.7118,24.3432,35.1353,20.2286,20.2286,19.5682,10.225200000000001,33.993,21.509400000000003,20.217299999999998,10.225200000000001,24.9269,38.8909,10.739,0.0,31.7913,36.6728,18.5628,26.354400000000002,12.890799999999999,29.008599999999998,29.0345,14.4001,31.5257,6.2153,0.0,6.476100000000001,11.2405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8819,24.451400000000003,28.643099999999997,19.9013,19.9013,26.4198,28.7623,26.109099999999998
28.305400000000002,21.8308,21.4801,18.0717,10.225200000000001,21.4801,10.225200000000001,27.4835,25.7118,24.3432,35.1353,20.2286,20.2286,19.5682,10.225200000000001,33.993,21.509400000000003,20.217299999999998,10.225200000000001,24.9269,38.8909,10.739,0.0,31.7913,36.6728,18.5628,26.354400000000002,12.890799999999999,29.008599999999998,29.0345,14.4001,31.5257,6.2153,0.0,6.476100000000001,11.2405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8819,24.451400000000003,28.643099999999997,19.9013,19.9013,26.4198,28.7623,26.109099999999998
28.305400000000002,21.8308,21.4801,18.0717,10.225200000000001,21.4801,10.225200000000001,27.4835,25.7118,24.3432,35.1353,20.2286,20.2286,19.5682,10.225200000000001,33.993,21.509400000000003,20.217299999999998,10.225200000000001,24.9269,38.8909,10.739,0.0,31.7913,36.6728,18.5628,26.354400000000002,12.890799999999999,29.008599999999998,29.0345,14.4001,31.5257,6.2153,0.0,6.476100000000001,11.2405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8819,24.451400000000003,28.643099999999997,19.9013,19.9013,26.4198,28.7623,26.109099999999998
28.305400000000002,21.8308,21.4801,18.0717,10.225200000000001,21.4801,10.225200000000001,27.4835,25.7118,24.3432,35.1353,20.2286,20.2286,19.5682,10.225200000000001,33.993,21.509400000000003,20.217299999999998,10.225200000000001,24.9269,38.8909,10.739,0.0,31.7913,36.6728,18.5628,26.354400000000002,12.890799999999999,29.008599999999998,29.0345,14.4001,31.5257,6.2153,0.0,6.476100000000001,11.2405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8819,24.451400000000003,28.643099999999997,19.9013,19.9013,26.4198,28.7623,26.109099999999998
28.305400000000002,21.8308,21.4801,18.0717,10.225200000000001,21.4801,10.225200000000001,27.4835,25.7118,24.3432,35.1353,20.2286,20.2286,19.5682,10.225200000000001,33.993,21.509400000000003,20.217299999999998,10.225200000000001,24.9269,38.8909,10.739,0.0,31.7913,36.6728,18.5628,26.354400000000002,12.890799999999999,29.008599999999998,29.0345,14.4001,31.5257,6.2153,0.0,6.476100000000001,11.2405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8819,24.451400000000003,28.643099999999997,19.9013,19.9013,26.4198,28.7623,26.109099999999998
28.305400000000002,21.8308,21.4801,18.0717,10.225200000000001,21.4801,10.225200000000001,27.4835,25.7118,24.3432,35.1353,20.2286,20.2286,19.5682,10.225200000000001,33.993,21.509400000000003,20.217299999999998,10.225200000000001,24.9269,38.8909,10.739,0.0,31.7913,36.6728,18.5628,26.354400000000002,12.890799999999999,29.008599999999998,29.0345,14.4001,31.5257,6.2153,0.0,6.476100000000001,11.2405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8819,24.451400000000003,28.643099999999997,19.9013,19.9013,26.4198,28.7623,26.109099999999998
